site_id,section_id,course_name,period,term_code,staff_id,grade_level
67_67399_5136980,2076-58,ALGEBRA I 2S,4,2S,T4021794,9
67_67399_5136980,2076-59,ALGEBRA I 2S,6,2S,T4021794,9
67_67399_5136980,2076-60,ALGEBRA I 2S,3,2S,T4021979,9
67_67399_5136980,2076-61,ALGEBRA I 2S,6,2S,T4021979,9
67_67399_5136980,2076-62,ALGEBRA I 2S,7,2S,T4021979,9
67_67399_5136980,2076-63,ALGEBRA I 2S,1,2S,T4021863,9
67_67399_5136980,2076-64,ALGEBRA I 2S,2,2S,T4021863,9
67_67399_5136980,2076-65,ALGEBRA I 2S,3,2S,T4021863,9
67_67399_5136980,2076-66,ALGEBRA I 2S,4,2S,T4021863,9
67_67399_5136980,2076-67,ALGEBRA I 2S,7,2S,T4021863,9
67_67399_5136980,2493-50,UNIFIED PE I,6,1S,T4021847,9
67_67399_5136980,2493-51,UNIFIED PE I,6,2S,T4021847,9
67_67399_5136980,3037-50,BIOLOGY A,1,1S,T4021858,9
67_67399_5136980,3037-51,BIOLOGY A,2,1S,T4021858,9
67_67399_5136980,3037-52,BIOLOGY A,3,1S,T4021858,9
67_67399_5136980,3037-53,BIOLOGY A,4,1S,T4021858,9
67_67399_5136980,3037-54,BIOLOGY A,7,1S,T4021858,9
67_67399_5136980,3038-50,BIOLOGY B,1,2S,T4021858,9
67_67399_5136980,3038-51,BIOLOGY B,2,2S,T4021858,9
67_67399_5136980,3038-52,BIOLOGY B,3,2S,T4021858,9
67_67399_5136980,3038-53,BIOLOGY B,4,2S,T4021858,9
67_67399_5136980,3038-54,BIOLOGY B,7,2S,T4021858,9
67_67399_5136980,3064-50,AGRIC BIOLOGY 1S,1,1S,T4021801,9
67_67399_5136980,3064-51,AGRIC BIOLOGY 1S,2,1S,T4021801,9
67_67399_5136980,3064-52,AGRIC BIOLOGY 1S,3,1S,T4021801,9
67_67399_5136980,3064-53,AGRIC BIOLOGY 1S,5,1S,T4021801,9
67_67399_5136980,3064-54,AGRIC BIOLOGY 1S,6,1S,T4021801,9
67_67399_5136980,3068-50,AGRIC BIOLOGY 2S,1,2S,T4021801,9
67_67399_5136980,3068-51,AGRIC BIOLOGY 2S,2,2S,T4021801,9
67_67399_5136980,3068-52,AGRIC BIOLOGY 2S,3,2S,T4021801,9
67_67399_5136980,3068-53,AGRIC BIOLOGY 2S,5,2S,T4021801,9
67_67399_5136980,3068-54,AGRIC BIOLOGY 2S,6,2S,T4021801,9
67_67399_5136980,3896-50,SPANISH III 1S,1,1S,T4021759,9
67_67399_5136980,3896-51,SPANISH III 1S,3,1S,T4021759,9
67_67399_5136980,3896-52,SPANISH III 1S,6,1S,T4021759,9
67_67399_5136980,3896-53,SPANISH III 1S,7,1S,T4021759,9
67_67399_5136980,3897-50,SPANISH III 2S,1,2S,T4021759,9
67_67399_5136980,3897-52,SPANISH III 2S,3,2S,T4021759,9
67_67399_5136980,3897-53,SPANISH III 2S,6,2S,T4021759,9
67_67399_5136980,3897-54,SPANISH III 2S,7,2S,T4021759,9
67_67399_5136980,3898-50,SPANISH IV 1S,2,1S,T4021699,9
67_67399_5136980,3898-51,SPANISH IV 1S,3,1S,T4021699,9
67_67399_5136980,3898-52,SPANISH IV 1S,5,1S,T4021699,9
67_67399_5136980,3898-53,SPANISH IV 1S,7,1S,T4021699,9
67_67399_5136980,3899-50,SPANISH IV 2S,2,2S,T4021699,9
67_67399_5136980,3899-51,SPANISH IV 2S,3,2S,T4021699,9
67_67399_5136980,3899-52,SPANISH IV 2S,5,2S,T4021699,9
67_67399_5136980,3899-53,SPANISH IV 2S,7,2S,T4021699,9
67_67399_5136980,4021-50,SPANISH II 1S,1,1S,T4021832,9
67_67399_5136980,4021-51,SPANISH II 1S,7,1S,T4021832,9
67_67399_5136980,4326-50,SPANISH II 2S,1,2S,T4021832,9
67_67399_5136980,4326-51,SPANISH II 2S,7,2S,T4021832,9
67_67399_5136980,4578-50,ENGLISH 9A,1,1S,T4022004,9
67_67399_5136980,4578-51,ENGLISH 9A,2,1S,T4022004,9
67_67399_5136980,4578-52,ENGLISH 9A,3,1S,T4022004,9
67_67399_5136980,4578-53,ENGLISH 9A,4,1S,T4022004,9
67_67399_5136980,4578-54,ENGLISH 9A,7,1S,T4022004,9
67_67399_5136980,4579-50,ENGLISH 9B,1,2S,T4022004,9
67_67399_5136980,4579-51,ENGLISH 9B,2,2S,T4022004,9
67_67399_5136980,4579-52,ENGLISH 9B,3,2S,T4022004,9
67_67399_5136980,4579-53,ENGLISH 9B,4,2S,T4022004,9
67_67399_5136980,4579-54,ENGLISH 9B,7,2S,T4022004,9
67_67399_5136980,4792-50,SPANISH I 1S,6,1S,T4021699,9
67_67399_5136980,4792-51,SPANISH I 1S,2,1S,T4021759,9
67_67399_5136980,4793-50,SPANISH I 2S,6,2S,T4021699,9
67_67399_5136980,4793-51,SPANISH I 2S,2,2S,T4021759,9
67_67399_5136980,5432-50,BIOLOGY 2S,7,2S,T4021992,9
67_67399_5136980,5432-51,BIOLOGY 2S,1,2S,T4021877,9
67_67399_5136980,5432-52,BIOLOGY 2S,2,2S,T4021877,9
67_67399_5136980,5432-53,BIOLOGY 2S,3,2S,T4021877,9
67_67399_5136980,5432-54,BIOLOGY 2S,4,2S,T4021877,9
67_67399_5136980,5432-55,BIOLOGY 2S,6,2S,T4021877,9
67_67399_5136980,5432-56,BIOLOGY 2S,1,2S,T4021700,9
67_67399_5136980,5432-57,BIOLOGY 2S,3,2S,T4021700,9
67_67399_5136980,5432-58,BIOLOGY 2S,4,2S,T4021700,9
67_67399_5136980,5432-59,BIOLOGY 2S,6,2S,T4021700,9
67_67399_5136980,5432-60,BIOLOGY 2S,7,2S,T4021700,9
67_67399_5136980,5432-61,BIOLOGY 2S,2,2S,T4021775,9
67_67399_5136980,5432-62,BIOLOGY 2S,3,2S,T4021775,9
67_67399_5136980,5432-63,BIOLOGY 2S,5,2S,T4021775,9
67_67399_5136980,5432-64,BIOLOGY 2S,6,2S,T4021775,9
67_67399_5136980,5432-65,BIOLOGY 2S,7,2S,T4021775,9
67_67399_5136980,5980-50,AVID 9,1,1S,T4021946,9
67_67399_5136980,5980-51,AVID 9,2,1S,T4021946,9
67_67399_5136980,5980-52,AVID 9,3,1S,T4021946,9
67_67399_5136980,5980-53,AVID 9,4,1S,T4021946,9
67_67399_5136980,5980-54,AVID 9,7,1S,T4021946,9
67_67399_5136980,5980-55,AVID 9,1,2S,T4021946,9
67_67399_5136980,5980-56,AVID 9,2,2S,T4021946,9
67_67399_5136980,5980-57,AVID 9,3,2S,T4021946,9
67_67399_5136980,5980-58,AVID 9,4,2S,T4021946,9
67_67399_5136980,5980-59,AVID 9,7,2S,T4021946,9
67_67399_5136980,6215-50,BIOLOGY 1S,7,1S,T4021992,9
67_67399_5136980,6215-51,BIOLOGY 1S,1,1S,T4021877,9
67_67399_5136980,6215-52,BIOLOGY 1S,2,1S,T4021877,9
67_67399_5136980,6215-53,BIOLOGY 1S,3,1S,T4021877,9
67_67399_5136980,6215-54,BIOLOGY 1S,4,1S,T4021877,9
67_67399_5136980,6215-55,BIOLOGY 1S,6,1S,T4021877,9
67_67399_5136980,6215-56,BIOLOGY 1S,1,1S,T4021700,9
67_67399_5136980,6215-57,BIOLOGY 1S,3,1S,T4021700,9
67_67399_5136980,6215-58,BIOLOGY 1S,4,1S,T4021700,9
67_67399_5136980,6215-59,BIOLOGY 1S,6,1S,T4021700,9
67_67399_5136980,6215-60,BIOLOGY 1S,7,1S,T4021700,9
67_67399_5136980,6215-61,BIOLOGY 1S,7,1S,T4021775,9
67_67399_5136980,6215-62,BIOLOGY 1S,2,1S,T4021775,9
67_67399_5136980,6215-63,BIOLOGY 1S,3,1S,T4021775,9
67_67399_5136980,6215-64,BIOLOGY 1S,5,1S,T4021775,9
67_67399_5136980,6215-65,BIOLOGY 1S,6,1S,T4021775,9
67_67399_5136980,7383-50,CONCERT BAND BEGINNERS,1,1S,T4021714,9
67_67399_5136980,7383-51,CONCERT BAND BEGINNERS,1,2S,T4021714,9
67_67399_5136980,7500-50,CHOIR 1S,1,1S,T4021672,9
67_67399_5136980,7500-51,CHOIR 1S,2,1S,T4021672,9
67_67399_5136980,7502-50,CHOIR 2S,1,2S,T4021672,9
67_67399_5136980,7641-50,NAVAL SCIENCE I,1,1S,T4021703,9
67_67399_5136980,7641-51,NAVAL SCIENCE I,2,1S,T4021703,9
67_67399_5136980,7641-52,NAVAL SCIENCE I,3,1S,T4021703,9
67_67399_5136980,7641-53,NAVAL SCIENCE I,6,1S,T4021703,9
67_67399_5136980,7641-54,NAVAL SCIENCE I,7,1S,T4021703,9
67_67399_5136980,7641-55,NAVAL SCIENCE I,1,2S,T4021703,9
67_67399_5136980,7641-56,NAVAL SCIENCE I,2,2S,T4021703,9
67_67399_5136980,7641-57,NAVAL SCIENCE I,3,2S,T4021703,9
67_67399_5136980,7641-58,NAVAL SCIENCE I,6,2S,T4021703,9
67_67399_5136980,7641-59,NAVAL SCIENCE I,7,2S,T4021703,9
67_67399_5136980,7651-51,PE I,1,1S,T4021997,9
67_67399_5136980,7651-52,PE I,2,1S,T4021997,9
67_67399_5136980,7651-53,PE I,3,1S,T4021997,9
67_67399_5136980,7651-54,PE I,6,1S,T4021997,9
67_67399_5136980,7651-55,PE I,7,1S,T4021997,9
67_67399_5136980,7651-56,PE I,1,1S,T4021693,9
67_67399_5136980,7651-57,PE I,2,1S,T4021693,9
67_67399_5136980,7651-58,PE I,3,1S,T4021693,9
67_67399_5136980,7651-59,PE I,6,1S,T4021693,9
67_67399_5136980,7651-60,PE I,7,1S,T4021693,9
67_67399_5136980,7651-61,PE I,1,1S,T4021847,9
67_67399_5136980,7651-62,PE I,2,1S,T4021847,9
67_67399_5136980,7651-63,PE I,3,1S,T4021847,9
67_67399_5136980,7651-65,PE I,7,1S,T4021847,9
67_67399_5136980,7651-66,PE I,1,2S,T4021997,9
67_67399_5136980,7651-67,PE I,2,2S,T4021997,9
67_67399_5136980,7651-68,PE I,3,2S,T4021997,9
67_67399_5136980,7651-69,PE I,6,2S,T4021997,9
67_67399_5136980,7651-71,PE I,1,2S,T4021693,9
67_67399_5136980,7651-72,PE I,2,2S,T4021693,9
67_67399_5136980,7651-73,PE I,3,2S,T4021693,9
67_67399_5136980,7651-74,PE I,6,2S,T4021693,9
67_67399_5136980,7651-75,PE I,7,2S,T4021693,9
67_67399_5136980,7651-76,PE I,1,2S,T4021847,9
67_67399_5136980,7651-77,PE I,2,2S,T4021847,9
67_67399_5136980,7651-78,PE I,3,2S,T4021847,9
67_67399_5136980,7651-79,PE I,7,2S,T4021847,9
67_67399_5136980,7702-50,ENGLISH 9 1S,1,1S,T4021680,9
67_67399_5136980,7702-51,ENGLISH 9 1S,3,1S,T4021832,9
67_67399_5136980,7702-52,ENGLISH 9 1S,2,1S,T4021783,9
67_67399_5136980,7702-53,ENGLISH 9 1S,5,1S,T4021783,9
67_67399_5136980,7702-54,ENGLISH 9 1S,6,1S,T4021832,9
67_67399_5136980,7702-55,ENGLISH 9 1S,7,1S,T4021783,9
67_67399_5136980,7702-56,ENGLISH 9 1S,1,1S,T4022034,9
67_67399_5136980,7702-57,ENGLISH 9 1S,2,1S,T4022034,9
67_67399_5136980,7702-58,ENGLISH 9 1S,3,1S,T4022034,9
67_67399_5136980,7702-59,ENGLISH 9 1S,6,1S,T4022034,9
67_67399_5136980,7702-60,ENGLISH 9 1S,5,1S,T4021828,9
67_67399_5136980,7702-61,ENGLISH 9 1S,6,1S,T4021828,9
67_67399_5136980,7702-62,ENGLISH 9 1S,7,1S,T4021828,9
67_67399_5136980,7702-63,ENGLISH 9 1S,4,1S,T4021832,9
67_67399_5136980,7708-50,ENGLISH 9 2S,1,2S,T4021680,9
67_67399_5136980,7708-51,ENGLISH 9 2S,3,2S,T4021832,9
67_67399_5136980,7708-52,ENGLISH 9 2S,2,2S,T4021783,9
67_67399_5136980,7708-53,ENGLISH 9 2S,5,2S,T4021783,9
67_67399_5136980,7708-54,ENGLISH 9 2S,6,2S,T4021832,9
67_67399_5136980,7708-55,ENGLISH 9 2S,7,2S,T4021783,9
67_67399_5136980,7708-56,ENGLISH 9 2S,1,2S,T4022034,9
67_67399_5136980,7708-57,ENGLISH 9 2S,2,2S,T4022034,9
67_67399_5136980,7708-58,ENGLISH 9 2S,3,2S,T4022034,9
67_67399_5136980,7708-59,ENGLISH 9 2S,6,2S,T4022034,9
67_67399_5136980,7708-60,ENGLISH 9 2S,5,2S,T4021828,9
67_67399_5136980,7708-61,ENGLISH 9 2S,6,2S,T4021828,9
67_67399_5136980,7708-62,ENGLISH 9 2S,7,2S,T4021828,9
67_67399_5136980,7708-63,ENGLISH 9 2S,4,2S,T4021832,9
67_67399_5136980,8362-50,ENG LANG ARTS IA,2,1S,T4021828,9
67_67399_5136980,8364-50,ENG LANG ARTS IB,2,2S,T4021828,9
67_67399_5136980,9814-50,GEOMETRY 1S,2,1S,T4021979,9
67_67399_5136980,9814-51,GEOMETRY 1S,4,1S,T4021745,9
67_67399_5136980,9815-50,GEOMETRY 2S,2,2S,T4021979,9
67_67399_5136980,9815-51,GEOMETRY 2S,4,2S,T4021745,9
67_67399_5136980,C700001-50,INTRO TO CAREERS 9 1S,2,1S,T4021853,9
67_67399_5136980,C700001-51,INTRO TO CAREERS 9 1S,3,1S,T4021853,9
67_67399_5136980,C700001-52,INTRO TO CAREERS 9 1S,5,1S,T4021853,9
67_67399_5136980,C700001-53,INTRO TO CAREERS 9 1S,6,1S,T4021853,9
67_67399_5136980,C700001-54,INTRO TO CAREERS 9 1S,7,1S,T4021853,9
67_67399_5136980,C700002-50,INTRO TO CAREERS 9 2S,2,2S,T4021853,9
67_67399_5136980,C700002-51,INTRO TO CAREERS 9 2S,3,2S,T4021853,9
67_67399_5136980,C700002-52,INTRO TO CAREERS 9 2S,5,2S,T4021853,9
67_67399_5136980,C700002-53,INTRO TO CAREERS 9 2S,6,2S,T4021853,9
67_67399_5136980,C700002-54,INTRO TO CAREERS 9 2S,7,2S,T4021853,9
67_67399_5136980,C900001-50,ART I ESN S1,7,1S,T4021717,9
67_67399_5136980,C900002-50,ART I ESN S2,7,2S,T4021717,9
67_67399_5136980,C9104008-50,LANG IN CONTENT IB 1S,3,1S,T4021828,9
67_67399_5136980,C9104009-50,LANG IN CONTENT IB 2S,3,2S,T4021828,9
67_67399_5136980,C910415-50,LANG IN CONTENT 9 1S,3,1S,T4021825,9
67_67399_5136980,C910415-51,LANG IN CONTENT 9 1S,5,1S,T4021825,9
67_67399_5136980,C910415-52,LANG IN CONTENT 9 1S,1,1S,T4021783,9
67_67399_5136980,C910415-53,LANG IN CONTENT 9 1S,1,1S,T4021825,9
67_67399_5136980,C910415-54,LANG IN CONTENT 9 1S,2,1S,T4021825,9
67_67399_5136980,C910415-55,LANG IN CONTENT 9 1S,6,1S,T4021783,9
67_67399_5136980,C910415-56,LANG IN CONTENT 9 1S,7,1S,T4021825,9
67_67399_5136980,C910416-51,LANG IN CONTENT 9 2S,3,2S,T4021825,9
67_67399_5136980,C910416-52,LANG IN CONTENT 9 2S,1,2S,T4021783,9
67_67399_5136980,C910416-53,LANG IN CONTENT 9 2S,1,2S,T4021825,9
67_67399_5136980,C910416-54,LANG IN CONTENT 9 2S,6,2S,T4021783,9
67_67399_5136980,C910416-55,LANG IN CONTENT 9 2S,5,2S,T4021825,9
67_67399_5136980,C910416-56,LANG IN CONTENT 9 2S,7,2S,T4021825,9
67_67399_5136980,C910416-59,LANG IN CONTENT 9 2S,2,2S,T4021825,9
67_67399_5136980,C910429-50,LANG IN CONTENT 9 ESN S1,5,1S,T4021717,9
67_67399_5136980,C910430-50,LANG IN CONTENT 9 ESN S2,5,2S,T4021717,9
67_67399_5136980,C910501-50,ENGLISH 9 ESN S1,1,1S,T4021717,9
67_67399_5136980,C910502-50,ENGLISH 9 ESN S2,1,2S,T4021717,9
67_67399_5136980,C922001-50,GET FOCUSED 1S,1,1S,T4021814,9
67_67399_5136980,C922001-51,GET FOCUSED 1S,4,1S,T4021814,9
67_67399_5136980,C922001-52,GET FOCUSED 1S,3,1S,T4021794,9
67_67399_5136980,C922001-53,GET FOCUSED 1S,7,1S,T4021794,9
67_67399_5136980,C922002-50,GET FOCUSED 2S,1,2S,T4021814,9
67_67399_5136980,C922002-51,GET FOCUSED 2S,4,2S,T4021814,9
67_67399_5136980,C922002-52,GET FOCUSED 2S,3,2S,T4021794,9
67_67399_5136980,C922002-53,GET FOCUSED 2S,7,2S,T4021794,9
67_67399_5136980,C922203-50,STEM I 1S,6,1S,T4021930,9
67_67399_5136980,C922204-50,STEM I 2S,6,2S,T4021930,9
67_67399_5136980,C924501-50,MATH I ESN S1,2,1S,T4021717,9
67_67399_5136980,C924502-50,MATH I ESN S2,2,2S,T4021717,9
67_67399_5136980,C932201-50,LIFE SCIENCE ESN S1,3,1S,T4021717,9
67_67399_5136980,C932202-50,LIFE SCIENCE ESN S2,3,2S,T4021717,9
67_67399_5136980,0215-01,AVID 10,3,1S,T4021864,10
67_67399_5136980,0215-03,AVID 10,1,1S,T4021844,10
67_67399_5136980,0215-04,AVID 10,2,1S,T4021844,10
67_67399_5136980,0215-05,AVID 10,3,2S,T4021864,10
67_67399_5136980,0215-06,AVID 10,1,2S,T4021844,10
67_67399_5136980,0215-07,AVID 10,2,2S,T4021844,10
67_67399_5136980,1284-01,HON ENGLISH 10 1S,6,1S,T4021742,10
67_67399_5136980,1284-02,HON ENGLISH 10 1S,7,1S,T4021742,10
67_67399_5136980,1284-03,HON ENGLISH 10 1S,3,1S,T4021742,10
67_67399_5136980,1284-04,HON ENGLISH 10 1S,5,1S,T4021742,10
67_67399_5136980,1284-05,HON ENGLISH 10 1S,1,1S,T4022018,10
67_67399_5136980,1284-06,HON ENGLISH 10 1S,2,1S,T4022018,10
67_67399_5136980,1286-01,HON ENGLISH 10 2S,3,2S,T4021742,10
67_67399_5136980,1286-03,HON ENGLISH 10 2S,5,2S,T4021742,10
67_67399_5136980,1286-04,HON ENGLISH 10 2S,1,2S,T4022018,10
67_67399_5136980,1286-05,HON ENGLISH 10 2S,2,2S,T4022018,10
67_67399_5136980,1286-06,HON ENGLISH 10 2S,7,2S,T4021742,10
67_67399_5136980,1286-07,HON ENGLISH 10 2S,6,2S,T4021742,10
67_67399_5136980,6683-13,ENGLISH 10 2S,6,2S,T4021731,10
67_67399_5136980,6683-14,ENGLISH 10 2S,7,2S,T4021731,10
67_67399_5136980,C853001-02,INTRO AUTO SERVICES 1S,7,1S,T4021873,10
67_67399_5136980,C853001-03,INTRO AUTO SERVICES 1S,6,1S,T4021873,10
67_67399_5136980,C853002-01,INTRO AUTO SERVICES 2S,6,2S,T4021873,10
67_67399_5136980,C853002-02,INTRO AUTO SERVICES 2S,7,2S,T4021873,10
67_67399_5136980,C910417-01,LANG IN CONTENT 10 1S,1,1S,T4021927,10
67_67399_5136980,C910417-02,LANG IN CONTENT 10 1S,2,1S,T4021927,10
67_67399_5136980,C910417-03,LANG IN CONTENT 10 1S,3,1S,T4021927,10
67_67399_5136980,C910417-04,LANG IN CONTENT 10 1S,4,1S,T4021927,10
67_67399_5136980,C910417-05,LANG IN CONTENT 10 1S,5,1S,T4021867,10
67_67399_5136980,C910417-06,LANG IN CONTENT 10 1S,4,1S,T4021910,10
67_67399_5136980,C910417-07,LANG IN CONTENT 10 1S,6,1S,T4021867,10
67_67399_5136980,C910418-01,LANG IN CONTENT 10 2S,4,2S,T4021910,10
67_67399_5136980,C910418-05,LANG IN CONTENT 10 2S,5,2S,T4021740,10
67_67399_5136980,C910418-07,LANG IN CONTENT 10 2S,1,2S,T4021740,10
67_67399_5136980,C910418-10,LANG IN CONTENT 10 2S,4,2S,T4021927,10
67_67399_5136980,C910418-11,LANG IN CONTENT 10 2S,2,2S,T4021740,10
67_67399_5136980,C910418-12,LANG IN CONTENT 10 2S,6,2S,T4021867,10
67_67399_5136980,C910418-13,LANG IN CONTENT 10 2S,5,2S,T4021867,10
67_67399_5136980,C910418-14,LANG IN CONTENT 10 2S,3,2S,T4021740,10
67_67399_5136981,0005910-33,AVID SENIOR SEMINAR,3,3T,T4021777,10
67_67399_5136981,0218-11,AVID 11,1,1T,T4021740,10
67_67399_5136981,2075-31,ALGEBRA I 1S,3,1T,T4021740,10
67_67399_5136981,2075-41,ALGEBRA I 1S,4,1T,T4021870,10
67_67399_5136981,2076-32,ALGEBRA I 2S,3,2T,T4021740,10
67_67399_5136981,5910-022,AVID SENIOR SEMINAR,3,2T,T4021777,10
67_67399_5136980,0218-01,AVID 11,3,1S,T4021844,11
67_67399_5136980,0218-02,AVID 11,3,2S,T4021844,11
67_67399_5136980,0218-03,AVID 11,5,1S,T4021844,11
67_67399_5136980,0218-04,AVID 11,5,2S,T4021844,11
67_67399_5136980,1726-01,AP US HISTORY 1S,3,1S,T4021705,11
67_67399_5136980,1728-03,AP US HISTORY 2S,3,2S,T4021705,11
67_67399_5136980,9226-20,US HISTORY 1S,3,1S,T4021850,11
67_67399_5136980,C7171002-01,PLANT & SOIL SCIENCE 2S,6,2S,T4021942,11
67_67399_5136980,C7171002-02,PLANT & SOIL SCIENCE 2S,7,2S,T4021942,11
67_67399_5136980,C9104006-01,LANG IN CONTENT 11 1S,2,1S,T4021947,11
67_67399_5136980,C9104006-02,LANG IN CONTENT 11 1S,1,1S,T4021868,11
67_67399_5136980,C9104006-03,LANG IN CONTENT 11 1S,3,1S,T4021868,11
67_67399_5136980,C9104006-04,LANG IN CONTENT 11 1S,4,1S,T4021868,11
67_67399_5136980,C9104006-05,LANG IN CONTENT 11 1S,3,1S,T4021947,11
67_67399_5136980,C9104006-06,LANG IN CONTENT 11 1S,6,1S,T4021868,11
67_67399_5136980,C9104006-07,LANG IN CONTENT 11 1S,7,1S,T4021927,11
67_67399_5136980,C9104007-03,LANG IN CONTENT 11 2S,1,2S,T4021868,11
67_67399_5136980,C9104007-04,LANG IN CONTENT 11 2S,3,2S,T4021868,11
67_67399_5136980,C9104007-05,LANG IN CONTENT 11 2S,4,2S,T4021868,11
67_67399_5136980,C9104007-06,LANG IN CONTENT 11 2S,6,2S,T4021868,11
67_67399_5136980,C9104007-07,LANG IN CONTENT 11 2S,7,2S,T4021740,11
67_67399_5136980,C9104007-12,LANG IN CONTENT 11 2S,2,2S,T4021947,11
67_67399_5136980,C9104007-13,LANG IN CONTENT 11 2S,3,2S,T4021947,11
67_67399_5136980,C910429-01,LANG IN CONTENT 9 ESN S1,5,1S,T4021802,11
67_67399_5136980,C910430-02,LANG IN CONTENT 9 ESN S2,3,2S,T4021802,11
67_67399_5136980,C910501-01,ENGLISH 9 ESN S1,1,1S,T4021802,11
67_67399_5136980,C910502-02,LANG IN CONTENT 9 ESN S2,6,2S,T4021802,11
67_67399_5136980,C910502-03,ENGLISH 9 ESN S2,2,2S,T4021802,11
67_67399_5136980,C910502-04,ENGLISH 9 ESN S2,5,2S,T4021802,11
67_67399_5136980,C913001-01,SPANISH I ESN S1,6,1S,T4021802,11
67_67399_5136980,C923202-01,INDPT LIVING SKILLS I S2,1,2S,T4021802,11
67_67399_5136980,C923202-03,INDPT LIVING SKILLS I S2,1,2S,T4022020,11
67_67399_5136980,C924501-01,MATH I ESN S1,2,1S,T4021802,11
67_67399_5136980,C924502-02,MATH I ESN S2,2,2S,T4022020,11
67_67399_5136980,C924502-03,MATH I ESN S2,5,2S,T4022020,11
67_67399_5136980,C932201-01,LIFE SCIENCE ESN S1,3,1S,T4021802,11
67_67399_5136980,C932202-02,LIFE SCIENCE ESN S2,3,2S,T4022020,11
67_67399_5136980,C932202-03,LIFE SCIENCE ESN S2,6,2S,T4022020,11
67_67399_5136981,0218-04,AVID 11,5,2S,T4021844,11
67_67399_5136981,9226-41,US HISTORY 1S,4,1T,T4021884,11
67_67399_5136980,0008364-04,ENG LANG ARTS IB,1,2S,T4021927,12
67_67399_5136980,0915-01,ART I,1,1S,T4021764,12
67_67399_5136980,0915-02,ART I,2,1S,T4021764,12
67_67399_5136980,0915-03,ART I,3,1S,T4021764,12
67_67399_5136980,0915-04,ART I,6,1S,T4021764,12
67_67399_5136980,0915-10,ART I,1,2S,T4021764,12
67_67399_5136980,0915-11,ART I,2,2S,T4021764,12
67_67399_5136980,0915-12,ART I,3,2S,T4021764,12
67_67399_5136980,0915-13,ART I,6,2S,T4021764,12
67_67399_5136980,0918-01,ART II,7,1S,T4021764,12
67_67399_5136980,0918-02,ART II,7,2S,T4021764,12
67_67399_5136980,1254-01,ENGLISH 12 1S,1,1S,T4021830,12
67_67399_5136980,1254-02,ENGLISH 12 1S,2,1S,T4021830,12
67_67399_5136980,1254-03,ENGLISH 12 1S,3,1S,T4021830,12
67_67399_5136980,1254-04,ENGLISH 12 1S,5,1S,T4021830,12
67_67399_5136980,1254-05,ENGLISH 12 1S,7,1S,T4021830,12
67_67399_5136980,1254-06,ENGLISH 12 1S,1,1S,T4021836,12
67_67399_5136980,1254-07,ENGLISH 12 1S,2,1S,T4021836,12
67_67399_5136980,1254-08,ENGLISH 12 1S,3,1S,T4021836,12
67_67399_5136980,1254-09,ENGLISH 12 1S,5,1S,T4021836,12
67_67399_5136980,1254-11,ENGLISH 12 1S,5,1S,T4021769,12
67_67399_5136980,1254-12,ENGLISH 12 1S,6,1S,T4021872,12
67_67399_5136980,1254-13,ENGLISH 12 1S,5,1S,T4021879,12
67_67399_5136980,1254-14,ENGLISH 12 1S,2,1S,T4021769,12
67_67399_5136980,1254-15,ENGLISH 12 1S,3,1S,T4021872,12
67_67399_5136980,1254-16,ENGLISH 12 1S,6,1S,T4021769,12
67_67399_5136980,1254-17,ENGLISH 12 1S,7,1S,T4021769,12
67_67399_5136980,1254-18,ENGLISH 12 1S,1,1S,T4021769,12
67_67399_5136980,1254-19,ENGLISH 12 1S,6,1S,T4021879,12
67_67399_5136980,1254-20,ENGLISH 12 1S,7,1S,T4021879,12
67_67399_5136980,1256-01,ENGLISH 12 2S,1,2S,T4021830,12
67_67399_5136980,1256-02,ENGLISH 12 2S,2,2S,T4021830,12
67_67399_5136980,1256-03,ENGLISH 12 2S,3,2S,T4021830,12
67_67399_5136980,1256-04,ENGLISH 12 2S,5,2S,T4021830,12
67_67399_5136980,1256-05,ENGLISH 12 2S,1,2S,T4021836,12
67_67399_5136980,1256-06,ENGLISH 12 2S,5,2S,T4021836,12
67_67399_5136980,1256-07,ENGLISH 12 2S,2,2S,T4021836,12
67_67399_5136980,1256-09,ENGLISH 12 2S,3,2S,T4021872,12
67_67399_5136980,1256-10,ENGLISH 12 2S,6,2S,T4021872,12
67_67399_5136980,1256-11,ENGLISH 12 2S,3,2S,T4021836,12
67_67399_5136980,1256-12,ENGLISH 12 2S,1,2S,T4021769,12
67_67399_5136980,1256-13,ENGLISH 12 2S,2,2S,T4021769,12
67_67399_5136980,1256-14,ENGLISH 12 2S,5,2S,T4021769,12
67_67399_5136980,1256-15,ENGLISH 12 2S,6,2S,T4021769,12
67_67399_5136980,1256-16,ENGLISH 12 2S,7,2S,T4021769,12
67_67399_5136980,1256-18,ENGLISH 12 2S,7,2S,T4021830,12
67_67399_5136980,1256-20,ENGLISH 12 2S,5,2S,T4021879,12
67_67399_5136980,1256-21,ENGLISH 12 2S,6,2S,T4021879,12
67_67399_5136980,1256-22,ENGLISH 12 2S,7,2S,T4021879,12
67_67399_5136980,1710-01,AMERICAN GOVT,1,1S,T4021768,12
67_67399_5136980,1710-02,AMERICAN GOVT,3,1S,T4021768,12
67_67399_5136980,1710-03,AMERICAN GOVT,4,1S,T4021768,12
67_67399_5136980,1710-04,AMERICAN GOVT,6,1S,T4021768,12
