stu_id,site_id,abs_date,grade,schoolyr,absence_days
67013308,67_67399_5136972,8/23/24,1,2024-2025,1
67013308,67_67399_5136972,8/26/24,1,2024-2025,1
67013308,67_67399_5136972,8/27/24,1,2024-2025,1
67013308,67_67399_5136972,8/28/24,1,2024-2025,1
67013308,67_67399_5136972,8/29/24,1,2024-2025,1
67013308,67_67399_5136972,8/30/24,1,2024-2025,1
67013308,67_67399_5136972,9/17/24,1,2024-2025,1
67013308,67_67399_5136972,9/18/24,1,2024-2025,1
67013308,67_67399_5136972,9/19/24,1,2024-2025,1
67013308,67_67399_5136972,9/30/24,1,2024-2025,1
67013309,67_67399_5136972,1/21/25,1,2024-2025,1
67013309,67_67399_5136972,3/27/25,1,2024-2025,1
67013309,67_67399_5136972,3/28/25,1,2024-2025,1
67013309,67_67399_5136972,5/19/25,1,2024-2025,1
67013309,67_67399_5136972,5/2/25,1,2024-2025,1
67013310,67_67399_5136972,12/9/24,1,2024-2025,1
67013311,67_67399_5136972,1/22/25,1,2024-2025,1
67013311,67_67399_5136972,1/23/25,1,2024-2025,1
67013311,67_67399_5136972,10/21/24,1,2024-2025,1
67013311,67_67399_5136972,10/9/24,1,2024-2025,1
67013311,67_67399_5136972,11/22/24,1,2024-2025,1
67013311,67_67399_5136972,11/5/24,1,2024-2025,1
67013311,67_67399_5136972,11/8/24,1,2024-2025,1
67013311,67_67399_5136972,12/12/24,1,2024-2025,1
67013311,67_67399_5136972,12/20/24,1,2024-2025,1
67013311,67_67399_5136972,2/18/25,1,2024-2025,1
67013311,67_67399_5136972,3/18/25,1,2024-2025,1
67013311,67_67399_5136972,4/30/25,1,2024-2025,1
67013311,67_67399_5136972,5/1/25,1,2024-2025,1
67013311,67_67399_5136972,5/15/25,1,2024-2025,1
67013311,67_67399_5136972,5/16/25,1,2024-2025,1
67013311,67_67399_5136972,5/2/25,1,2024-2025,1
67013311,67_67399_5136972,5/21/25,1,2024-2025,1
67013311,67_67399_5136972,8/23/24,1,2024-2025,1
67013312,67_67399_5136972,2/20/25,1,2024-2025,1
67013312,67_67399_5136972,2/21/25,1,2024-2025,1
67013312,67_67399_5136972,3/18/25,1,2024-2025,1
67013312,67_67399_5136972,3/19/25,1,2024-2025,1
67013312,67_67399_5136972,3/20/25,1,2024-2025,1
67013312,67_67399_5136972,5/9/25,1,2024-2025,1
67013313,67_67399_5136972,1/16/25,1,2024-2025,1
67013313,67_67399_5136972,1/17/25,1,2024-2025,1
67013313,67_67399_5136972,11/12/24,1,2024-2025,1
67013313,67_67399_5136972,11/21/24,1,2024-2025,1
67013313,67_67399_5136972,11/6/24,1,2024-2025,1
67013313,67_67399_5136972,11/7/24,1,2024-2025,1
67013313,67_67399_5136972,11/8/24,1,2024-2025,1
67013313,67_67399_5136972,3/19/25,1,2024-2025,1
67013313,67_67399_5136972,3/20/25,1,2024-2025,1
67013313,67_67399_5136972,3/21/25,1,2024-2025,1
67013313,67_67399_5136972,4/15/25,1,2024-2025,1
67013313,67_67399_5136972,4/3/25,1,2024-2025,1
67013313,67_67399_5136972,4/4/25,1,2024-2025,1
67013313,67_67399_5136972,9/30/24,1,2024-2025,1
67013314,67_67399_5136972,12/12/24,1,2024-2025,1
67013314,67_67399_5136972,12/13/24,1,2024-2025,1
67013314,67_67399_5136972,3/19/25,1,2024-2025,1
67013314,67_67399_5136972,4/11/25,1,2024-2025,1
67013314,67_67399_5136972,4/4/25,1,2024-2025,1
67013314,67_67399_5136972,5/29/25,1,2024-2025,1
67013315,67_67399_5136972,1/8/25,1,2024-2025,1
67013315,67_67399_5136972,10/15/24,1,2024-2025,1
67013315,67_67399_5136972,11/18/24,1,2024-2025,1
67013315,67_67399_5136972,3/3/25,1,2024-2025,1
67013315,67_67399_5136972,4/10/25,1,2024-2025,1
67013315,67_67399_5136972,4/3/25,1,2024-2025,1
67013315,67_67399_5136972,4/8/25,1,2024-2025,1
67013316,67_67399_5136972,11/18/24,1,2024-2025,1
67013316,67_67399_5136972,12/12/24,1,2024-2025,1
67013316,67_67399_5136972,12/13/24,1,2024-2025,1
67013316,67_67399_5136972,2/3/25,1,2024-2025,1
67013317,67_67399_5136972,1/29/25,1,2024-2025,1
67013317,67_67399_5136972,12/16/24,1,2024-2025,1
67013317,67_67399_5136972,12/17/24,1,2024-2025,1
67013317,67_67399_5136972,12/20/24,1,2024-2025,1
67013317,67_67399_5136972,5/15/25,1,2024-2025,1
67013318,67_67399_5136972,1/24/25,1,2024-2025,1
67013318,67_67399_5136972,1/27/25,1,2024-2025,1
67013318,67_67399_5136972,1/28/25,1,2024-2025,1
67013318,67_67399_5136972,1/31/25,1,2024-2025,1
67013318,67_67399_5136972,1/8/25,1,2024-2025,1
67013318,67_67399_5136972,10/29/24,1,2024-2025,1
67013318,67_67399_5136972,10/31/24,1,2024-2025,1
67013318,67_67399_5136972,11/1/24,1,2024-2025,1
67013318,67_67399_5136972,11/22/24,1,2024-2025,1
67013318,67_67399_5136972,11/4/24,1,2024-2025,1
67013318,67_67399_5136972,11/8/24,1,2024-2025,1
67013318,67_67399_5136972,12/10/24,1,2024-2025,1
67013318,67_67399_5136972,12/12/24,1,2024-2025,1
67013318,67_67399_5136972,12/16/24,1,2024-2025,1
67013318,67_67399_5136972,12/17/24,1,2024-2025,1
67013318,67_67399_5136972,12/2/24,1,2024-2025,1
67013318,67_67399_5136972,12/20/24,1,2024-2025,1
67013318,67_67399_5136972,12/6/24,1,2024-2025,1
67013318,67_67399_5136972,2/20/25,1,2024-2025,1
67013318,67_67399_5136972,2/7/25,1,2024-2025,1
67013318,67_67399_5136972,3/19/25,1,2024-2025,1
67013318,67_67399_5136972,3/20/25,1,2024-2025,1
67013318,67_67399_5136972,3/28/25,1,2024-2025,1
67013318,67_67399_5136972,3/4/25,1,2024-2025,1
67013318,67_67399_5136972,3/7/25,1,2024-2025,1
67013318,67_67399_5136972,4/1/25,1,2024-2025,1
67013318,67_67399_5136972,4/14/25,1,2024-2025,1
67013318,67_67399_5136972,4/17/25,1,2024-2025,1
67013318,67_67399_5136972,4/9/25,1,2024-2025,1
67013318,67_67399_5136972,5/12/25,1,2024-2025,1
67013318,67_67399_5136972,5/15/25,1,2024-2025,1
67013318,67_67399_5136972,5/19/25,1,2024-2025,1
67013318,67_67399_5136972,5/20/25,1,2024-2025,1
67013318,67_67399_5136972,5/22/25,1,2024-2025,1
67013318,67_67399_5136972,5/23/25,1,2024-2025,1
67013318,67_67399_5136972,5/27/25,1,2024-2025,1
67013318,67_67399_5136972,5/28/25,1,2024-2025,1
67013318,67_67399_5136972,6/5/25,1,2024-2025,1
67013318,67_67399_5136972,9/18/24,1,2024-2025,1
67013318,67_67399_5136972,9/24/24,1,2024-2025,1
67013318,67_67399_5136972,9/6/24,1,2024-2025,1
67013319,67_67399_5136972,1/30/25,1,2024-2025,1
67013319,67_67399_5136972,12/17/24,1,2024-2025,1
67013319,67_67399_5136972,12/19/24,1,2024-2025,1
67013319,67_67399_5136972,4/14/25,1,2024-2025,1
67013320,67_67399_5136972,1/6/25,1,2024-2025,1
67013320,67_67399_5136972,10/24/24,1,2024-2025,1
67013320,67_67399_5136972,11/19/24,1,2024-2025,1
67013320,67_67399_5136972,2/25/25,1,2024-2025,1
67013320,67_67399_5136972,3/10/25,1,2024-2025,1
67013320,67_67399_5136972,3/11/25,1,2024-2025,1
67013320,67_67399_5136972,5/23/25,1,2024-2025,1
67013320,67_67399_5136972,5/27/25,1,2024-2025,1
67013320,67_67399_5136972,5/6/25,1,2024-2025,1
67013320,67_67399_5136972,5/7/25,1,2024-2025,1
67013320,67_67399_5136972,5/9/25,1,2024-2025,1
67013321,67_67399_5136972,1/10/25,1,2024-2025,1
67013321,67_67399_5136972,1/21/25,1,2024-2025,1
67013321,67_67399_5136972,10/29/24,1,2024-2025,1
67013321,67_67399_5136972,12/20/24,1,2024-2025,1
67013321,67_67399_5136972,2/20/25,1,2024-2025,1
67013321,67_67399_5136972,2/3/25,1,2024-2025,1
67013321,67_67399_5136972,3/20/25,1,2024-2025,1
67013321,67_67399_5136972,3/26/25,1,2024-2025,1
67013321,67_67399_5136972,4/17/25,1,2024-2025,1
67013321,67_67399_5136972,4/2/25,1,2024-2025,1
67013321,67_67399_5136972,5/13/25,1,2024-2025,1
67013321,67_67399_5136972,5/20/25,1,2024-2025,1
67013321,67_67399_5136972,5/30/25,1,2024-2025,1
67013321,67_67399_5136972,6/3/25,1,2024-2025,1
67013321,67_67399_5136972,6/5/25,1,2024-2025,1
67013321,67_67399_5136972,9/12/24,1,2024-2025,1
67013321,67_67399_5136972,9/16/24,1,2024-2025,1
67013321,67_67399_5136972,9/27/24,1,2024-2025,1
67013321,67_67399_5136972,9/4/24,1,2024-2025,1
67013323,67_67399_5136972,1/13/25,1,2024-2025,1
67013323,67_67399_5136972,1/22/25,1,2024-2025,1
67013323,67_67399_5136972,10/25/24,1,2024-2025,1
67013323,67_67399_5136972,10/28/24,1,2024-2025,1
67013323,67_67399_5136972,10/3/24,1,2024-2025,1
67013323,67_67399_5136972,11/14/24,1,2024-2025,1
67013323,67_67399_5136972,11/19/24,1,2024-2025,1
67013323,67_67399_5136972,12/12/24,1,2024-2025,1
67013323,67_67399_5136972,12/13/24,1,2024-2025,1
67013323,67_67399_5136972,12/16/24,1,2024-2025,1
67013323,67_67399_5136972,12/20/24,1,2024-2025,1
67013323,67_67399_5136972,2/3/25,1,2024-2025,1
67013323,67_67399_5136972,2/7/25,1,2024-2025,1
67013323,67_67399_5136972,3/17/25,1,2024-2025,1
67013323,67_67399_5136972,3/28/25,1,2024-2025,1
67013323,67_67399_5136972,3/3/25,1,2024-2025,1
67013323,67_67399_5136972,4/14/25,1,2024-2025,1
67013323,67_67399_5136972,4/29/25,1,2024-2025,1
67013323,67_67399_5136972,5/1/25,1,2024-2025,1
67013323,67_67399_5136972,5/29/25,1,2024-2025,1
67013323,67_67399_5136972,6/3/25,1,2024-2025,1
67013323,67_67399_5136972,6/5/25,1,2024-2025,1
67013323,67_67399_5136972,8/22/24,1,2024-2025,1
67013323,67_67399_5136972,9/27/24,1,2024-2025,1
67013323,67_67399_5136972,9/9/24,1,2024-2025,1
67013324,67_67399_5136972,1/28/25,1,2024-2025,1
67013324,67_67399_5136972,1/29/25,1,2024-2025,1
67013324,67_67399_5136972,1/9/25,1,2024-2025,1
67013324,67_67399_5136972,12/2/24,1,2024-2025,1
67013324,67_67399_5136972,3/18/25,1,2024-2025,1
67013324,67_67399_5136972,3/27/25,1,2024-2025,1
67013324,67_67399_5136972,4/17/25,1,2024-2025,1
67013324,67_67399_5136972,4/28/25,1,2024-2025,1
67013324,67_67399_5136972,5/14/25,1,2024-2025,1
67013324,67_67399_5136972,5/15/25,1,2024-2025,1
67013324,67_67399_5136972,5/7/25,1,2024-2025,1
67013324,67_67399_5136972,8/23/24,1,2024-2025,1
67013324,67_67399_5136972,9/10/24,1,2024-2025,1
67013324,67_67399_5136972,9/11/24,1,2024-2025,1
67013324,67_67399_5136972,9/13/24,1,2024-2025,1
67013325,67_67399_5136972,1/28/25,1,2024-2025,1
67013325,67_67399_5136972,1/8/25,1,2024-2025,1
67013325,67_67399_5136972,10/14/24,1,2024-2025,1
67013325,67_67399_5136972,10/15/24,1,2024-2025,1
67013325,67_67399_5136972,10/25/24,1,2024-2025,1
67013325,67_67399_5136972,12/6/24,1,2024-2025,1
67013325,67_67399_5136972,3/20/25,1,2024-2025,1
67013325,67_67399_5136972,3/3/25,1,2024-2025,1
67013325,67_67399_5136972,3/7/25,1,2024-2025,1
67013325,67_67399_5136972,4/1/25,1,2024-2025,1
67013325,67_67399_5136972,4/17/25,1,2024-2025,1
67013325,67_67399_5136972,6/2/25,1,2024-2025,1
67013325,67_67399_5136972,9/20/24,1,2024-2025,1
67013326,67_67399_5136972,1/15/25,1,2024-2025,1
67013326,67_67399_5136972,1/17/25,1,2024-2025,1
67013326,67_67399_5136972,1/8/25,1,2024-2025,1
67013326,67_67399_5136972,10/3/24,1,2024-2025,1
67013326,67_67399_5136972,11/4/24,1,2024-2025,1
67013326,67_67399_5136972,11/5/24,1,2024-2025,1
67013326,67_67399_5136972,12/6/24,1,2024-2025,1
67013326,67_67399_5136972,2/12/25,1,2024-2025,1
67013326,67_67399_5136972,3/10/25,1,2024-2025,1
67013326,67_67399_5136972,5/14/25,1,2024-2025,1
67013326,67_67399_5136972,5/15/25,1,2024-2025,1
67013326,67_67399_5136972,5/28/25,1,2024-2025,1
67013326,67_67399_5136972,9/10/24,1,2024-2025,1
67013326,67_67399_5136972,9/9/24,1,2024-2025,1
67013327,67_67399_5136972,2/25/25,1,2024-2025,1
67013327,67_67399_5136972,4/9/25,1,2024-2025,1
67013328,67_67399_5136972,1/21/25,1,2024-2025,1
67013328,67_67399_5136972,10/31/24,1,2024-2025,1
67013328,67_67399_5136972,12/10/24,1,2024-2025,1
67013328,67_67399_5136972,12/16/24,1,2024-2025,1
67013328,67_67399_5136972,3/25/25,1,2024-2025,1
67013328,67_67399_5136972,4/29/25,1,2024-2025,1
67013328,67_67399_5136972,4/7/25,1,2024-2025,1
67013328,67_67399_5136972,5/12/25,1,2024-2025,1
67013328,67_67399_5136972,5/16/25,1,2024-2025,1
67013329,67_67399_5136972,1/23/25,1,2024-2025,1
67013329,67_67399_5136972,1/27/25,1,2024-2025,1
67013329,67_67399_5136972,10/22/24,1,2024-2025,1
67013329,67_67399_5136972,10/23/24,1,2024-2025,1
67013329,67_67399_5136972,10/7/24,1,2024-2025,1
67013329,67_67399_5136972,11/1/24,1,2024-2025,1
67013329,67_67399_5136972,11/4/24,1,2024-2025,1
67013329,67_67399_5136972,2/5/25,1,2024-2025,1
67013329,67_67399_5136972,4/2/25,1,2024-2025,1
67013329,67_67399_5136972,4/7/25,1,2024-2025,1
67013329,67_67399_5136972,5/29/25,1,2024-2025,1
67013330,67_67399_5136972,10/24/24,1,2024-2025,1
67013330,67_67399_5136972,10/25/24,1,2024-2025,1
67013330,67_67399_5136972,10/28/24,1,2024-2025,1
67013330,67_67399_5136972,10/29/24,1,2024-2025,1
67013330,67_67399_5136972,10/4/24,1,2024-2025,1
67013330,67_67399_5136972,10/7/24,1,2024-2025,1
67013330,67_67399_5136972,10/8/24,1,2024-2025,1
67013330,67_67399_5136972,10/9/24,1,2024-2025,1
67013330,67_67399_5136972,11/13/24,1,2024-2025,1
67013330,67_67399_5136972,11/14/24,1,2024-2025,1
67013330,67_67399_5136972,11/6/24,1,2024-2025,1
67013330,67_67399_5136972,2/11/25,1,2024-2025,1
67013330,67_67399_5136972,2/12/25,1,2024-2025,1
67013330,67_67399_5136972,2/13/25,1,2024-2025,1
67013330,67_67399_5136972,3/17/25,1,2024-2025,1
67013330,67_67399_5136972,3/18/25,1,2024-2025,1
67013330,67_67399_5136972,4/10/25,1,2024-2025,1
67013330,67_67399_5136972,4/11/25,1,2024-2025,1
67013330,67_67399_5136972,4/15/25,1,2024-2025,1
67013330,67_67399_5136972,4/7/25,1,2024-2025,1
67013330,67_67399_5136972,4/8/25,1,2024-2025,1
67013330,67_67399_5136972,4/9/25,1,2024-2025,1
67013330,67_67399_5136972,5/23/25,1,2024-2025,1
67013330,67_67399_5136972,5/30/25,1,2024-2025,1
67013330,67_67399_5136972,9/3/24,1,2024-2025,1
67013331,67_67399_5136972,1/13/25,1,2024-2025,1
67013331,67_67399_5136972,1/14/25,1,2024-2025,1
67013331,67_67399_5136972,1/16/25,1,2024-2025,1
67013331,67_67399_5136972,1/17/25,1,2024-2025,1
67013331,67_67399_5136972,1/21/25,1,2024-2025,1
67013331,67_67399_5136972,1/22/25,1,2024-2025,1
67013331,67_67399_5136972,1/23/25,1,2024-2025,1
67013331,67_67399_5136972,1/24/25,1,2024-2025,1
67013331,67_67399_5136972,1/27/25,1,2024-2025,1
67013331,67_67399_5136972,1/28/25,1,2024-2025,1
67013331,67_67399_5136972,1/29/25,1,2024-2025,1
67013331,67_67399_5136972,10/31/24,1,2024-2025,1
67013331,67_67399_5136972,12/10/24,1,2024-2025,1
67013331,67_67399_5136972,12/13/24,1,2024-2025,1
67013331,67_67399_5136972,12/9/24,1,2024-2025,1
67013331,67_67399_5136972,2/14/25,1,2024-2025,1
67013331,67_67399_5136972,3/12/25,1,2024-2025,1
67013331,67_67399_5136972,3/14/25,1,2024-2025,1
67013331,67_67399_5136972,4/8/25,1,2024-2025,1
67013331,67_67399_5136972,5/16/25,1,2024-2025,1
67013331,67_67399_5136972,5/19/25,1,2024-2025,1
67013331,67_67399_5136972,5/20/25,1,2024-2025,1
67013331,67_67399_5136972,5/28/25,1,2024-2025,1
67013331,67_67399_5136972,5/29/25,1,2024-2025,1
67013331,67_67399_5136972,6/4/25,1,2024-2025,1
67013331,67_67399_5136972,9/19/24,1,2024-2025,1
67013331,67_67399_5136972,9/20/24,1,2024-2025,1
67013331,67_67399_5136972,9/30/24,1,2024-2025,1
67013331,67_67399_5136972,9/5/24,1,2024-2025,1
67013332,67_67399_5136972,1/10/25,1,2024-2025,1
67013332,67_67399_5136972,1/15/25,1,2024-2025,1
67013332,67_67399_5136972,1/16/25,1,2024-2025,1
67013332,67_67399_5136972,1/24/25,1,2024-2025,1
67013332,67_67399_5136972,12/13/24,1,2024-2025,1
67013332,67_67399_5136972,2/5/25,1,2024-2025,1
67013332,67_67399_5136972,3/5/25,1,2024-2025,1
67013332,67_67399_5136972,3/6/25,1,2024-2025,1
67013332,67_67399_5136972,3/7/25,1,2024-2025,1
67013332,67_67399_5136972,4/14/25,1,2024-2025,1
67013332,67_67399_5136972,4/8/25,1,2024-2025,1
67013332,67_67399_5136972,5/30/25,1,2024-2025,1
67013333,67_67399_5136972,11/5/24,1,2024-2025,1
67013333,67_67399_5136972,11/8/24,1,2024-2025,1
67013333,67_67399_5136972,12/5/24,1,2024-2025,1
67013333,67_67399_5136972,2/12/25,1,2024-2025,1
67013333,67_67399_5136972,2/13/25,1,2024-2025,1
67013333,67_67399_5136972,2/3/25,1,2024-2025,1
67013334,67_67399_5136972,1/31/25,1,2024-2025,1
67013334,67_67399_5136972,10/1/24,1,2024-2025,1
67013334,67_67399_5136972,10/10/24,1,2024-2025,1
67013334,67_67399_5136972,10/11/24,1,2024-2025,1
67013334,67_67399_5136972,10/14/24,1,2024-2025,1
67013334,67_67399_5136972,10/15/24,1,2024-2025,1
67013334,67_67399_5136972,10/2/24,1,2024-2025,1
67013334,67_67399_5136972,10/21/24,1,2024-2025,1
67013334,67_67399_5136972,10/22/24,1,2024-2025,1
67013334,67_67399_5136972,10/23/24,1,2024-2025,1
67013334,67_67399_5136972,10/24/24,1,2024-2025,1
67013334,67_67399_5136972,10/25/24,1,2024-2025,1
67013334,67_67399_5136972,10/28/24,1,2024-2025,1
67013334,67_67399_5136972,10/29/24,1,2024-2025,1
67013334,67_67399_5136972,10/3/24,1,2024-2025,1
67013334,67_67399_5136972,10/30/24,1,2024-2025,1
67013334,67_67399_5136972,10/31/24,1,2024-2025,1
67013334,67_67399_5136972,10/4/24,1,2024-2025,1
67013334,67_67399_5136972,10/7/24,1,2024-2025,1
67013334,67_67399_5136972,10/8/24,1,2024-2025,1
67013334,67_67399_5136972,10/9/24,1,2024-2025,1
67013334,67_67399_5136972,11/1/24,1,2024-2025,1
67013334,67_67399_5136972,11/20/24,1,2024-2025,1
67013334,67_67399_5136972,11/4/24,1,2024-2025,1
67013334,67_67399_5136972,2/18/25,1,2024-2025,1
67013334,67_67399_5136972,2/27/25,1,2024-2025,1
67013334,67_67399_5136972,2/3/25,1,2024-2025,1
67013334,67_67399_5136972,2/4/25,1,2024-2025,1
67013334,67_67399_5136972,3/11/25,1,2024-2025,1
67013334,67_67399_5136972,3/24/25,1,2024-2025,1
67013334,67_67399_5136972,4/1/25,1,2024-2025,1
67013334,67_67399_5136972,4/2/25,1,2024-2025,1
67013334,67_67399_5136972,4/7/25,1,2024-2025,1
67013334,67_67399_5136972,5/27/25,1,2024-2025,1
67013334,67_67399_5136972,5/30/25,1,2024-2025,1
67013334,67_67399_5136972,8/23/24,1,2024-2025,1
67013334,67_67399_5136972,8/26/24,1,2024-2025,1
67013334,67_67399_5136972,8/27/24,1,2024-2025,1
67013334,67_67399_5136972,9/18/24,1,2024-2025,1
67013334,67_67399_5136972,9/23/24,1,2024-2025,1
67013334,67_67399_5136972,9/26/24,1,2024-2025,1
67013334,67_67399_5136972,9/27/24,1,2024-2025,1
67013334,67_67399_5136972,9/30/24,1,2024-2025,1
67013335,67_67399_5136972,1/21/25,1,2024-2025,1
67013335,67_67399_5136972,10/18/24,1,2024-2025,1
67013335,67_67399_5136972,10/28/24,1,2024-2025,1
67013335,67_67399_5136972,12/2/24,1,2024-2025,1
67013335,67_67399_5136972,12/3/24,1,2024-2025,1
67013335,67_67399_5136972,3/10/25,1,2024-2025,1
67013335,67_67399_5136972,3/24/25,1,2024-2025,1
67013335,67_67399_5136972,5/12/25,1,2024-2025,1
67013335,67_67399_5136972,5/20/25,1,2024-2025,1
67013335,67_67399_5136972,6/2/25,1,2024-2025,1
67013336,67_67399_5136972,1/13/25,1,2024-2025,1
67013336,67_67399_5136972,1/14/25,1,2024-2025,1
67013336,67_67399_5136972,1/27/25,1,2024-2025,1
67013336,67_67399_5136972,1/28/25,1,2024-2025,1
67013336,67_67399_5136972,1/29/25,1,2024-2025,1
67013336,67_67399_5136972,1/30/25,1,2024-2025,1
67013336,67_67399_5136972,1/6/25,1,2024-2025,1
67013336,67_67399_5136972,10/29/24,1,2024-2025,1
67013336,67_67399_5136972,10/30/24,1,2024-2025,1
67013336,67_67399_5136972,10/4/24,1,2024-2025,1
67013336,67_67399_5136972,11/1/24,1,2024-2025,1
67013336,67_67399_5136972,11/5/24,1,2024-2025,1
67013336,67_67399_5136972,11/6/24,1,2024-2025,1
67013336,67_67399_5136972,11/7/24,1,2024-2025,1
67013336,67_67399_5136972,11/8/24,1,2024-2025,1
67013336,67_67399_5136972,3/19/25,1,2024-2025,1
67013336,67_67399_5136972,3/20/25,1,2024-2025,1
67013336,67_67399_5136972,3/21/25,1,2024-2025,1
67013336,67_67399_5136972,3/3/25,1,2024-2025,1
67013336,67_67399_5136972,4/10/25,1,2024-2025,1
67013336,67_67399_5136972,4/11/25,1,2024-2025,1
67013336,67_67399_5136972,4/28/25,1,2024-2025,1
67013336,67_67399_5136972,5/27/25,1,2024-2025,1
67013337,67_67399_5136972,1/9/25,1,2024-2025,1
67013337,67_67399_5136972,12/2/24,1,2024-2025,1
67013337,67_67399_5136972,2/11/25,1,2024-2025,1
67013337,67_67399_5136972,2/12/25,1,2024-2025,1
67013337,67_67399_5136972,2/13/25,1,2024-2025,1
67013337,67_67399_5136972,2/14/25,1,2024-2025,1
67013337,67_67399_5136972,3/19/25,1,2024-2025,1
67013337,67_67399_5136972,5/2/25,1,2024-2025,1
67013338,67_67399_5136972,1/21/25,1,2024-2025,1
67013338,67_67399_5136972,1/22/25,1,2024-2025,1
67013338,67_67399_5136972,1/23/25,1,2024-2025,1
67013338,67_67399_5136972,1/24/25,1,2024-2025,1
67013338,67_67399_5136972,1/6/25,1,2024-2025,1
67013338,67_67399_5136972,10/16/24,1,2024-2025,1
67013338,67_67399_5136972,10/2/24,1,2024-2025,1
67013338,67_67399_5136972,10/4/24,1,2024-2025,1
67013338,67_67399_5136972,11/19/24,1,2024-2025,1
67013338,67_67399_5136972,12/11/24,1,2024-2025,1
67013338,67_67399_5136972,2/25/25,1,2024-2025,1
67013338,67_67399_5136972,2/27/25,1,2024-2025,1
67013338,67_67399_5136972,4/30/25,1,2024-2025,1
67013338,67_67399_5136972,5/20/25,1,2024-2025,1
67013338,67_67399_5136972,6/3/25,1,2024-2025,1
67013338,67_67399_5136972,6/4/25,1,2024-2025,1
67013338,67_67399_5136972,6/5/25,1,2024-2025,1
67013338,67_67399_5136972,9/16/24,1,2024-2025,1
67013338,67_67399_5136972,9/17/24,1,2024-2025,1
67013339,67_67399_5136972,1/13/25,1,2024-2025,1
67013339,67_67399_5136972,12/20/24,1,2024-2025,1
67013339,67_67399_5136972,3/10/25,1,2024-2025,1
67013339,67_67399_5136972,3/20/25,1,2024-2025,1
67013339,67_67399_5136972,3/21/25,1,2024-2025,1
67013339,67_67399_5136972,8/30/24,1,2024-2025,1
67013340,67_67399_5136972,1/10/25,1,2024-2025,1
67013340,67_67399_5136972,1/9/25,1,2024-2025,1
67013340,67_67399_5136972,10/28/24,1,2024-2025,1
67013340,67_67399_5136972,11/6/24,1,2024-2025,1
67013340,67_67399_5136972,2/7/25,1,2024-2025,1
67013340,67_67399_5136972,3/5/25,1,2024-2025,1
67013340,67_67399_5136972,3/6/25,1,2024-2025,1
67013340,67_67399_5136972,3/7/25,1,2024-2025,1
67013340,67_67399_5136972,4/17/25,1,2024-2025,1
67013340,67_67399_5136972,4/3/25,1,2024-2025,1
67013340,67_67399_5136972,4/9/25,1,2024-2025,1
67013340,67_67399_5136972,5/1/25,1,2024-2025,1
67013340,67_67399_5136972,9/12/24,1,2024-2025,1
67013341,67_67399_5136972,1/10/25,1,2024-2025,1
67013341,67_67399_5136972,1/13/25,1,2024-2025,1
67013341,67_67399_5136972,1/17/25,1,2024-2025,1
67013341,67_67399_5136972,1/8/25,1,2024-2025,1
67013341,67_67399_5136972,1/9/25,1,2024-2025,1
67013341,67_67399_5136972,5/12/25,1,2024-2025,1
67013341,67_67399_5136972,5/15/25,1,2024-2025,1
67013341,67_67399_5136972,5/16/25,1,2024-2025,1
67013341,67_67399_5136972,5/30/25,1,2024-2025,1
67013341,67_67399_5136972,5/6/25,1,2024-2025,1
67013342,67_67399_5136972,2/11/25,1,2024-2025,1
67013342,67_67399_5136972,5/1/25,1,2024-2025,1
67013342,67_67399_5136972,6/3/25,1,2024-2025,1
67013342,67_67399_5136972,8/23/24,1,2024-2025,1
67013343,67_67399_5136972,1/24/25,1,2024-2025,1
67013343,67_67399_5136972,1/6/25,1,2024-2025,1
67013343,67_67399_5136972,1/7/25,1,2024-2025,1
67013343,67_67399_5136972,1/8/25,1,2024-2025,1
67013343,67_67399_5136972,10/14/24,1,2024-2025,1
67013343,67_67399_5136972,11/1/24,1,2024-2025,1
67013343,67_67399_5136972,11/15/24,1,2024-2025,1
67013343,67_67399_5136972,12/20/24,1,2024-2025,1
67013343,67_67399_5136972,12/5/24,1,2024-2025,1
67013343,67_67399_5136972,2/18/25,1,2024-2025,1
67013343,67_67399_5136972,2/27/25,1,2024-2025,1
67013343,67_67399_5136972,2/3/25,1,2024-2025,1
67013343,67_67399_5136972,3/12/25,1,2024-2025,1
67013343,67_67399_5136972,3/17/25,1,2024-2025,1
67013343,67_67399_5136972,3/25/25,1,2024-2025,1
67013343,67_67399_5136972,4/10/25,1,2024-2025,1
67013343,67_67399_5136972,4/14/25,1,2024-2025,1
67013343,67_67399_5136972,5/23/25,1,2024-2025,1
67013343,67_67399_5136972,6/2/25,1,2024-2025,1
67013344,67_67399_5136972,1/17/25,1,2024-2025,1
67013344,67_67399_5136972,1/23/25,1,2024-2025,1
67013344,67_67399_5136972,1/31/25,1,2024-2025,1
67013344,67_67399_5136972,10/11/24,1,2024-2025,1
67013344,67_67399_5136972,11/12/24,1,2024-2025,1
67013344,67_67399_5136972,11/22/24,1,2024-2025,1
67013344,67_67399_5136972,12/13/24,1,2024-2025,1
67013344,67_67399_5136972,12/2/24,1,2024-2025,1
67013344,67_67399_5136972,12/20/24,1,2024-2025,1
67013344,67_67399_5136972,2/5/25,1,2024-2025,1
67013344,67_67399_5136972,2/6/25,1,2024-2025,1
67013344,67_67399_5136972,2/7/25,1,2024-2025,1
67013344,67_67399_5136972,3/17/25,1,2024-2025,1
67013344,67_67399_5136972,3/18/25,1,2024-2025,1
