site_id,course_name,section_id,course_id,college_dept,deptartment,credits,max_students,grade_level
67_67399_5136980,ECONOMICS,1790-04,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-05,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-06,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-07,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-08,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-09,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-10,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-11,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-12,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-13,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-14,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-15,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-16,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-17,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-18,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-19,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-20,1790,History,Social Science,5,34,
67_67399_5136980,ECONOMICS,1790-21,1790,History,Social Science,5,34,
67_67399_5136980,PSYCHOLOGY,1850-01,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-02,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-03,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-04,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-05,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-06,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-07,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-08,1850,Electives,General,5,34,
67_67399_5136980,PSYCHOLOGY,1850-09,1850,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-01,1883,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-02,1883,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-03,1883,Electives,General,5,0,
67_67399_5136980,SOCIOLOGY,1883-04,1883,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-06,1883,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-07,1883,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-08,1883,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-09,1883,Electives,General,5,34,
67_67399_5136980,SOCIOLOGY,1883-10,1883,Electives,General,5,34,
67_67399_5136980,ALGEBRA II 1S,2057-13,2057,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 1S,2057-14,2057,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-50,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-51,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-52,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-53,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-54,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-55,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-56,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-57,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-58,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-59,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-60,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-61,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-62,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-63,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-64,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-65,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-66,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 1S,2075-67,2075,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-50,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-51,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-52,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-53,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-54,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-55,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-56,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-57,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-58,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-59,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-60,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-61,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-62,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-63,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-64,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-65,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-66,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA I 2S,2076-67,2076,Mathematics,Mathematics,5,34,
67_67399_5136980,UNIFIED PE I,2493-50,2493,,Physical Education,10,40,
67_67399_5136980,UNIFIED PE I,2493-51,2493,,Physical Education,10,40,
67_67399_5136980,BIOLOGY A,3037-50,3037,,Life Science,5,20,
67_67399_5136980,BIOLOGY A,3037-51,3037,,Life Science,5,20,
67_67399_5136980,BIOLOGY A,3037-52,3037,,Life Science,5,20,
67_67399_5136980,BIOLOGY A,3037-53,3037,,Life Science,5,20,
67_67399_5136980,BIOLOGY A,3037-54,3037,,Life Science,5,20,
67_67399_5136980,BIOLOGY B,3038-50,3038,,Life Science,5,20,
67_67399_5136980,BIOLOGY B,3038-51,3038,,Life Science,5,20,
67_67399_5136980,BIOLOGY B,3038-52,3038,,Life Science,5,20,
67_67399_5136980,BIOLOGY B,3038-53,3038,,Life Science,5,20,
67_67399_5136980,BIOLOGY B,3038-54,3038,,Life Science,5,20,
67_67399_5136980,AGRIC BIOLOGY 1S,3064-50,3064,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 1S,3064-51,3064,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 1S,3064-52,3064,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 1S,3064-53,3064,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 1S,3064-54,3064,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 2S,3068-50,3068,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 2S,3068-51,3068,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 2S,3068-52,3068,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 2S,3068-53,3068,Lab Science,Life Science,5,32,
67_67399_5136980,AGRIC BIOLOGY 2S,3068-54,3068,Lab Science,Life Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-13,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-14,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-15,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-16,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-17,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-18,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-19,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,3121-20,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-13,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-14,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-15,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-16,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-17,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-18,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-19,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,3123-20,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,ALGEBRA II 2S,3533-13,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,3533-14,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,3533-15,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,SPANISH III 1S,3896-50,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 1S,3896-51,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 1S,3896-52,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 1S,3896-53,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,3897-50,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,3897-52,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,3897-53,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,3897-54,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,3898-50,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,3898-51,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,3898-52,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,3898-53,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,3899-50,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,3899-51,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,3899-52,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,3899-53,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 1S,4021-50,4021,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 1S,4021-51,4021,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 2S,4326-50,4326,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 2S,4326-51,4326,Foreign Language,Foreign Language,5,34,
67_67399_5136980,ENGLISH 9A,4578-50,4578,,English,5,20,
67_67399_5136980,ENGLISH 9A,4578-51,4578,,English,5,20,
67_67399_5136980,ENGLISH 9A,4578-52,4578,,English,5,20,
67_67399_5136980,ENGLISH 9A,4578-53,4578,,English,5,20,
67_67399_5136980,ENGLISH 9A,4578-54,4578,,English,5,20,
67_67399_5136980,ENGLISH 9B,4579-50,4579,,English,5,20,
67_67399_5136980,ENGLISH 9B,4579-51,4579,,English,5,20,
67_67399_5136980,ENGLISH 9B,4579-52,4579,,English,5,20,
67_67399_5136980,ENGLISH 9B,4579-53,4579,,English,5,20,
67_67399_5136980,ENGLISH 9B,4579-54,4579,,English,5,20,
67_67399_5136980,SPANISH I 1S,4792-50,4792,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH I 1S,4792-51,4792,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH I 2S,4793-50,4793,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH I 2S,4793-51,4793,Foreign Language,Foreign Language,5,34,
67_67399_5136980,BIOLOGY 2S,5432-50,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-51,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-52,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-53,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-54,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-55,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-56,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-57,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-58,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-59,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-60,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-61,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-62,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-63,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-64,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,5432-65,5432,Lab Science,Life Science,5,32,
67_67399_5136980,PE II,5819-13,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-14,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-15,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-20,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-21,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-22,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-23,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-24,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-25,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-26,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-27,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-28,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-29,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-30,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-31,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-32,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-33,5819,,Physical Education,10,40,
67_67399_5136980,PE II,5819-34,5819,,Physical Education,10,40,
67_67399_5136980,AVID 9,5980-50,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-51,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-52,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-53,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-54,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-55,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-56,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-57,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-58,5980,,General,10,34,
67_67399_5136980,AVID 9,5980-59,5980,,General,10,34,
67_67399_5136980,WORLD HISTORY 1S,5991-13,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,5991-14,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,5991-15,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,5991-16,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,5991-17,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,5991-19,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,5991-20,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,5992-13,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,5992-14,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,5992-15,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,5992-16,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,5992-17,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,5992-19,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,5992-20,5992,History,Social Science,5,34,
67_67399_5136980,BIOLOGY 1S,6215-50,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-51,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-52,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-53,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-54,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-55,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-56,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-57,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-58,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-59,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-60,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-61,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-62,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-63,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-64,6215,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 1S,6215-65,6215,Lab Science,Life Science,5,32,
67_67399_5136980,ENGLISH 10 1S,6682-13,6682,English,English,5,34,
67_67399_5136980,ENGLISH 10 1S,6682-14,6682,English,English,5,34,
67_67399_5136980,ENGLISH 10 1S,6682-15,6682,English,English,5,34,
67_67399_5136980,ENGLISH 10 2S,6683-13,6683,English,English,5,34,
67_67399_5136980,ENGLISH 10 2S,6683-14,6683,English,English,5,34,
67_67399_5136980,ENGLISH 10 2S,6683-15,6683,English,English,5,34,
67_67399_5136980,ENGLISH 10 2S,6683-16,6683,English,English,5,34,
67_67399_5136980,ENGLISH 10 2S,6683-17,6683,English,English,5,34,
67_67399_5136980,ENGLISH 10 2S,6683-18,6683,English,English,5,34,
67_67399_5136980,ENGLISH 10 2S,6683-21,6683,English,English,5,34,
67_67399_5136980,ENGLISH 11 1S,6687-13,6687,English,English,5,34,
67_67399_5136980,ENGLISH 11 1S,6687-14,6687,English,English,5,34,
67_67399_5136980,ENGLISH 11 1S,6687-15,6687,English,English,5,34,
67_67399_5136980,ENGLISH 11 1S,6687-16,6687,English,English,5,34,
67_67399_5136980,ENGLISH 11 1S,6687-17,6687,English,English,5,34,
67_67399_5136980,ENGLISH 11 1S,6687-18,6687,English,English,5,34,
67_67399_5136980,CONCERT BAND BEGINNERS,7383-50,7383,Arts,Music,10,40,
67_67399_5136980,CONCERT BAND BEGINNERS,7383-51,7383,Arts,Music,10,40,
67_67399_5136980,CHOIR 1S,7500-50,7500,Arts,Music,5,34,
67_67399_5136980,CHOIR 1S,7500-51,7500,Arts,Music,5,34,
67_67399_5136980,CHOIR 2S,7502-50,7502,Arts,Music,5,34,
67_67399_5136980,CHOIR 2S,7502-52,7502,Arts,Music,5,34,
67_67399_5136980,NAVAL SCIENCE I,7641-50,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-51,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-52,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-53,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-54,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-55,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-56,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-57,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-58,7641,,Physical Education,10,25,
67_67399_5136980,NAVAL SCIENCE I,7641-59,7641,,Physical Education,10,25,
67_67399_5136980,PE I,7651-51,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-52,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-53,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-54,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-55,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-56,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-57,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-58,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-59,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-60,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-61,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-62,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-63,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-65,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-66,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-67,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-68,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-69,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-70,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-71,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-72,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-73,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-74,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-75,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-76,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-77,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-78,7651,,Physical Education,10,40,
67_67399_5136980,PE I,7651-79,7651,,Physical Education,10,40,
67_67399_5136980,ENGLISH 9 1S,7702-50,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-51,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-52,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-53,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-54,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-55,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-56,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-57,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-58,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-59,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-60,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-61,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-62,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 1S,7702-63,7702,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-50,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-51,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-52,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-53,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-54,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-55,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-56,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-57,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-58,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-59,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-60,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-61,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-62,7708,English,English,5,34,
67_67399_5136980,ENGLISH 9 2S,7708-63,7708,English,English,5,34,
67_67399_5136980,US HISTORY 2S,7791-13,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-14,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-15,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-17,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-20,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-21,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-22,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-23,7791,History,Social Science,5,34,
67_67399_5136980,US HISTORY 2S,7791-24,7791,History,Social Science,5,34,
67_67399_5136980,ENG LANG ARTS IA,8362-50,8352,,English,10,22,
67_67399_5136980,ENG LANG ARTS IB,8364-50,8364,,English,10,20,
67_67399_5136980,ENGLISH 11 2S,8697-13,8697,English,English,5,34,
67_67399_5136980,ENGLISH 11 2S,8697-14,8697,English,English,5,34,
67_67399_5136980,ENGLISH 11 2S,8697-16,8697,English,English,5,34,
67_67399_5136980,ENGLISH 11 2S,8697-17,8697,English,English,5,34,
67_67399_5136980,ENGLISH 11 2S,8697-18,8697,English,English,5,34,
67_67399_5136980,ENGLISH 11 2S,8697-20,8697,English,English,5,34,
67_67399_5136980,US HISTORY 1S,9226-13,9226,History,Social Science,5,34,
67_67399_5136980,US HISTORY 1S,9226-14,9226,History,Social Science,5,34,
67_67399_5136980,US HISTORY 1S,9226-15,9226,History,Social Science,5,34,
67_67399_5136980,US HISTORY 1S,9226-16,9226,History,Social Science,5,34,
67_67399_5136980,US HISTORY 1S,9226-17,9226,History,Social Science,5,34,
67_67399_5136980,US HISTORY 1S,9226-18,9226,History,Social Science,5,34,
67_67399_5136980,US HISTORY 1S,9226-19,9226,History,Social Science,5,34,
67_67399_5136980,US HISTORY 1S,9226-20,9226,History,Social Science,5,34,
67_67399_5136980,GEOMETRY 1S,9814-13,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-14,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-15,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-16,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-17,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-18,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-20,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-21,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-22,9814,Mathematics,Mathematics,5,34,
67_67399_5136980,GEOMETRY 1S,9814-23,9814,Mathematics,Mathematics,5,34,
